1	-1403	48.6	31.5
2	-1298	267.414	20.55
3	-1282	267.414	20.55
4	-1266	267.414	20.55
5	-1250	267.414	20.55
6	-1234	267.414	20.55
7	-1218	267.414	20.55
8	-1202	267.414	20.55
9	-1186	267.414	20.55
10	-1170	267.414	20.55
11	-1154	267.414	20.55
12	-1138	267.414	20.55
13	-1122	267.414	20.55
14	-1106	267.414	20.55
15	-1090	267.414	20.55
16	-1074	267.414	20.55
17	-1058	267.414	20.55
18	-1042	267.414	20.55
19	-1026	267.414	20.55
20	-1010	267.414	20.55
21	-994	267.414	20.55
22	-978	267.414	20.55
23	-962	267.414	20.55
24	-946	267.414	20.55
25	-930	267.414	20.55
26	-914	267.414	20.55
27	-898	267.414	20.55
28	-882	267.414	20.55
29	-866	267.414	20.55
30	-850	267.414	20.55
31	-833	267.414	1.5
32	-816	267.414	20.55
33	-800	267.414	20.55
34	-784	267.414	20.55
35	-768	267.414	20.55
36	-752	267.414	20.55
37	-736	267.414	20.55
38	-720	267.414	20.55
39	-704	267.414	20.55
40	-688	267.414	20.55
41	-672	267.414	20.55
42	-656	267.414	20.55
43	-640	267.414	20.55
44	-624	267.414	20.55
45	-608	267.414	20.55
46	-592	267.414	20.55
47	-576	267.414	20.55
48	-560	267.414	20.55
49	-544	267.414	20.55
50	-528	267.414	20.55
51	-512	267.414	20.55
52	-496	267.414	20.55
53	-480	267.414	20.55
54	-464	267.414	20.55
55	-448	267.414	20.55
56	-432	267.414	20.55
57	-416	267.414	20.55
58	-400	267.414	20.55
59	-384	267.414	20.55
60	-368	267.414	20.55
61	-352	267.414	20.55
62	-336	267.414	20.55
63	-320	267.414	20.55
64	-304	267.414	20.55
65	-288	267.414	20.55
66	-272	267.414	20.55
67	-256	267.414	20.55
68	-240	267.414	20.55
69	-224	267.414	20.55
70	-208	267.414	20.55
71	-192	267.414	20.55
72	-176	267.414	20.55
73	-160	267.414	20.55
74	-144	267.414	20.55
75	-128	267.414	20.55
76	-112	267.414	20.55
77	-96	267.414	20.55
78	-80	267.414	20.55
79	-64	267.414	20.55
80	-48	267.414	20.55
81	-32	267.414	20.55
82	-16	267.414	20.55
83	0	267.414	20.55
84	16	267.414	20.55
85	32	267.414	20.55
86	48	267.414	20.55
87	64	267.414	20.55
88	80	267.414	20.55
89	96	267.414	20.55
90	112	267.414	20.55
91	128	267.414	20.55
92	144	267.414	20.55
93	160	267.414	20.55
94	176	267.414	20.55
95	192	267.414	20.55
96	208	267.414	20.55
97	224	267.414	20.55
98	240	267.414	20.55
99	256	267.414	20.55
100	272	267.414	20.55
101	288	267.414	20.55
102	304	267.414	20.55
103	320	267.414	20.55
104	336	267.414	20.55
105	352	267.414	20.55
106	368	267.414	20.55
107	384	267.414	20.55
108	400	267.414	20.55
109	416	267.414	20.55
110	432	267.414	20.55
111	448	267.414	20.55
112	464	267.414	20.55
113	480	267.414	20.55
114	496	267.414	20.55
115	512	267.414	20.55
116	528	267.414	20.55
117	544	267.414	20.55
118	560	267.414	20.55
119	576	267.414	20.55
120	592	267.414	20.55
121	608	267.414	20.55
122	624	267.414	20.55
123	640	267.414	20.55
124	656	267.414	20.55
125	672	267.414	20.55
126	688	267.414	20.55
127	704	267.414	20.55
128	720	267.414	20.55
129	736	267.414	20.55
130	752	267.414	20.55
131	768	267.414	20.55
132	784	267.414	20.55
133	800	267.414	20.55
134	816	267.414	20.55
135	833	267.414	1.5
136	850	267.414	20.55
137	866	267.414	20.55
138	882	267.414	20.55
139	898	267.414	20.55
140	914	267.414	20.55
141	930	267.414	20.55
142	946	267.414	20.55
143	962	267.414	20.55
144	978	267.414	20.55
145	994	267.414	20.55
146	1010	267.414	20.55
147	1026	267.414	20.55
148	1042	267.414	20.55
149	1058	267.414	20.55
150	1074	267.414	20.55
151	1090	267.414	20.55
152	1106	267.414	20.55
153	1122	267.414	20.55
154	1138	267.414	20.55
155	1154	267.414	20.55
156	1170	267.414	20.55
157	1186	267.414	20.55
158	1202	267.414	20.55
159	1218	267.414	20.55
160	1234	267.414	20.55
161	1250	267.414	20.55
162	1266	267.414	20.55
163	1282	267.414	20.55
164	1298	267.414	20.55
165	1403	48.6	31.5
